ROUND_NUM,ROUND_START,SPARSE_CATEGORICAL_ACCURACY_TRAIN,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TRAIN,SPARSE_CATEGORICAL_ACCURACY_TEST,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TEST,COMPLETION_TIME_SECONDS
1,2020-06-15 12:30:34.775592,0.39866668,2.1222625,0.06666667,2.3028101921081543,15.89513772499049
2,2020-06-15 12:30:50.844643,0.38616666,2.1139417,0.06666667,2.3411498069763184,15.227159491041675
3,2020-06-15 12:31:06.167784,0.35866666,1.9898483,0.06666667,2.375601291656494,14.662189986964222
4,2020-06-15 12:31:20.945575,0.37283334,1.9387462,0.26666668,2.2004120349884033,14.806845012004487
5,2020-06-15 12:31:35.869571,0.38466668,1.9487207,0.06666667,2.3628499507904053,14.420544516004156
6,2020-06-15 12:31:50.397636,0.36558333,1.9487702,0.2,2.2197043895721436,14.776580439996906
