ROUND_NUM,ROUND_START,SPARSE_CATEGORICAL_ACCURACY_TRAIN,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TRAIN,SPARSE_CATEGORICAL_ACCURACY_TEST,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TEST,COMPLETION_TIME_SECONDS
1,2020-06-15 12:02:42.484162,0.31191668,2.0733492,0.4,2.2712888717651367,16.434074015007354
2,2020-06-15 12:02:59.153179,0.4535,1.7751787,0.53333336,1.9081573486328125,16.02662659896305
3,2020-06-15 12:03:15.280497,0.6228333,1.3137319,0.8666667,0.9497663974761963,15.23619525495451
4,2020-06-15 12:03:30.609826,0.7265,0.9095219,0.93333334,0.5620421171188354,15.654263044008985
5,2020-06-15 12:03:46.362913,0.874,0.42224297,1.0,0.15204280614852905,14.790136382041965
6,2020-06-15 12:04:01.244738,0.86508334,0.44608226,0.93333334,0.38268789649009705,15.027378609986044
