ROUND_NUM,ROUND_START,SPARSE_CATEGORICAL_ACCURACY_TRAIN,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TRAIN,SPARSE_CATEGORICAL_ACCURACY_TEST,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TEST,COMPLETION_TIME_SECONDS
1,2020-05-07 22:47:09.441146,0.81374407,0.6083177,0.32,2.2395891666412355,129.2495899517089
2,2020-05-07 22:49:18.925856,0.9341428,0.22479542,0.98,0.1371549716219306,129.1146227363497
3,2020-05-07 22:51:28.197138,0.97710717,0.08406101,0.91,0.26540466137230395,128.47132232505828
4,2020-05-07 22:53:36.801935,0.9933631,0.02395693,0.97,0.08485076371725882,125.5340502038598
5,2020-05-07 22:55:42.473813,0.9899345,0.04153321,0.97,0.11351869329810142,127.78064671903849
6,2020-05-07 22:57:50.395528,0.995244,0.016577872,0.99,0.03391851116030011,126.17517416831106
