ROUND_NUM,ROUND_START,SPARSE_CATEGORICAL_ACCURACY_TRAIN,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TRAIN,SPARSE_CATEGORICAL_ACCURACY_TEST,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TEST,COMPLETION_TIME_SECONDS
1,2020-07-15 23:17:34.746192,0.196,2.267882,0.2666666805744171,2.2634823322296143,15.593872879631817
2,2020-07-15 23:17:50.531045,0.32141668,2.1590908,0.7333333492279053,1.954869031906128,11.98246933054179
3,2020-07-15 23:18:02.568820,0.52325,1.660413,0.6666666865348816,1.2408772706985474,10.791968686971813
4,2020-07-15 23:18:13.401051,0.73025,0.89036953,0.7333333492279053,0.7100776433944702,10.026375949848443
5,2020-07-15 23:18:23.477468,0.83566666,0.5606445,0.800000011920929,0.3276861310005188,10.794425689149648
6,2020-07-15 23:18:34.324834,0.88733333,0.3803877,1.0,0.035980429500341415,11.094347331672907
