ROUND_NUM,ROUND_START,SPARSE_CATEGORICAL_ACCURACY_TRAIN,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TRAIN,SPARSE_CATEGORICAL_ACCURACY_TEST,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TEST,COMPLETION_TIME_SECONDS
1,2020-05-27 17:34:22.472952,0.14266667,2.2954607,0.08,2.2910571098327637,6.2269494729999995
2,2020-05-27 17:34:28.877144,0.14833333,2.2733688,0.18,2.260293483734131,6.326245288999999
3,2020-05-27 17:34:35.301654,0.14066666,2.2542949,0.12,2.21478009223938,6.295379299
4,2020-05-27 17:34:41.689469,0.20266667,2.1611116,0.6,2.0946521759033203,6.6362937739999985
5,2020-05-27 17:34:48.426801,0.41866666,2.0733063,0.44,2.0323398113250732,6.177104440999997
6,2020-05-27 17:34:54.703221,0.5003333,1.7440672,0.7,1.1239993572235107,6.132476758999999
7,2020-05-27 17:35:00.929164,0.5423333,1.748169,0.56,1.5515626668930054,6.212885080999996
8,2020-05-27 17:35:07.234372,0.636,1.3430121,0.74,0.9663246870040894,6.178137632000002
9,2020-05-27 17:35:13.506162,0.75133336,0.85540724,0.74,0.7059391736984253,6.339485171
10,2020-05-27 17:35:19.937991,0.71033335,1.0065349,0.82,0.635148286819458,7.368395534000001
11,2020-05-27 17:35:27.422272,0.83566666,0.52890354,0.92,0.2936004400253296,6.325133287
12,2020-05-27 17:35:33.840187,0.799,0.7555203,0.76,0.5401333570480347,6.092818487999992
