ROUND_NUM,ROUND_START,SPARSE_CATEGORICAL_ACCURACY_TRAIN,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TRAIN,SPARSE_CATEGORICAL_ACCURACY_TEST,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TEST,COMPLETION_TIME_SECONDS
1,2020-05-26 18:49:24.796652,0.119611114,2.2957747,0.26,2.2916862964630127,30.412137542000004
2,2020-05-26 18:49:55.395648,0.14805555,2.283438,0.24,2.277508497238159,30.786859725999996
3,2020-05-26 18:50:26.284910,0.17266667,2.2565393,0.26,2.2215147018432617,31.518848617999993
4,2020-05-26 18:50:57.905949,0.26666668,2.18838,0.46,2.1002116203308105,31.278207717
5,2020-05-26 18:51:29.285778,0.38088888,2.3166971,0.08,2.282855749130249,31.892797838999996
6,2020-05-26 18:52:01.279497,0.29333332,2.2447722,0.58,2.171844959259033,31.498284160999987
7,2020-05-26 18:52:32.880990,0.4735,2.0246952,0.6,1.676005244255066,31.408846220000015
8,2020-05-26 18:53:04.390586,0.5123889,1.9645494,0.48,2.083488702774048,31.696846085999994
9,2020-05-26 18:53:36.190458,0.517,1.7022423,0.58,1.3841636180877686,31.717888284000026
10,2020-05-26 18:54:08.011434,0.6461667,1.2691959,0.7,1.3073031902313232,31.916862537999975
11,2020-05-26 18:54:40.031700,0.7493333,0.8729091,0.74,0.8364927172660828,31.237414297999976
12,2020-05-26 18:55:11.372312,0.8096111,0.6967163,0.9,0.374482661485672,31.693859329999952
13,2020-05-26 18:55:43.169788,0.8433889,0.54240054,0.78,0.5908494591712952,31.906411561000027
14,2020-05-26 18:56:15.178861,0.86377776,0.4946233,0.98,0.15817517042160034,31.34919303600003
15,2020-05-26 18:56:46.630122,0.8675,0.4608374,0.94,0.3129756450653076,32.15029429100002
16,2020-05-26 18:57:18.883011,0.8973889,0.3571333,1.0,0.016464736312627792,31.992457911999963
