ROUND_NUM,ROUND_START,SPARSE_CATEGORICAL_ACCURACY_TRAIN,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TRAIN,SPARSE_CATEGORICAL_ACCURACY_TEST,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TEST,COMPLETION_TIME_SECONDS
1,2020-05-26 18:18:02.215803,0.14622222,2.2912025,0.14,2.27846097946167,34.778479882999996
2,2020-05-26 18:18:37.168906,0.13972223,2.2661502,0.18,2.2369565963745117,32.552051169
3,2020-05-26 18:19:09.815550,0.17261112,2.2220402,0.54,2.1490023136138916,33.036384177
4,2020-05-26 18:19:42.946082,0.34216666,2.1095688,0.5,1.9674869775772095,32.65861567899999
5,2020-05-26 18:20:15.699744,0.3645,2.1660397,0.44,2.143620252609253,33.55599986199999
6,2020-05-26 18:20:49.359457,0.49,1.7830241,0.76,1.0671019554138184,35.143364700999996
7,2020-05-26 18:21:24.606013,0.47577778,1.9503305,0.56,1.8438388109207153,35.64285561400001
8,2020-05-26 18:22:00.343524,0.63927776,1.2443494,0.7,0.8596237301826477,36.651253155000006
9,2020-05-26 18:22:37.096749,0.66116667,1.2817403,0.58,1.2047455310821533,49.610033649
10,2020-05-26 18:23:26.800709,0.74894446,0.8380422,0.9,0.44669878482818604,35.883986413
11,2020-05-26 18:24:02.777283,0.80505556,0.67035174,0.9,0.4078212380409241,33.32978707500001
12,2020-05-26 18:24:36.200245,0.83761114,0.5599275,0.84,0.3750990927219391,33.590343305999966
13,2020-05-26 18:25:09.884933,0.84738886,0.54612005,0.88,0.3038029968738556,34.83373044699999
14,2020-05-26 18:25:44.814440,0.87366664,0.43682194,0.92,0.25126349925994873,34.580840421000005
15,2020-05-26 18:26:19.495121,0.8973333,0.35188594,0.94,0.14554262161254883,34.408498221999935
16,2020-05-26 18:26:53.996163,0.8967222,0.3449813,1.0,0.07788477092981339,33.879363562000094
