ROUND_NUM,ROUND_START,SPARSE_CATEGORICAL_ACCURACY_TRAIN,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TRAIN,SPARSE_CATEGORICAL_ACCURACY_TEST,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TEST,COMPLETION_TIME_SECONDS
1,2020-05-08 19:33:29.455915,0.75475,0.7368488,0.88,1.3074064254760742,99.85508269513957
2,2020-05-08 19:35:09.509779,0.9674091,0.118277684,0.97,0.14929713010787965,99.14507610094734
3,2020-05-08 19:36:48.789880,0.9858485,0.050577663,0.96,0.056497286964440716,98.79118816298433
4,2020-05-08 19:38:27.711501,0.99098486,0.032823563,0.93,0.28393544953050875,97.22313148202375
5,2020-05-08 19:40:05.076112,0.99158335,0.030083673,0.97,0.05677290365334216,96.31824210495688
6,2020-05-08 19:41:41.582413,0.993303,0.023295945,0.99,0.021057514721940153,96.76289587584324
