ROUND_NUM,ROUND_START,SPARSE_CATEGORICAL_ACCURACY_TRAIN,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TRAIN,SPARSE_CATEGORICAL_ACCURACY_TEST,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TEST,COMPLETION_TIME_SECONDS
1,2020-06-01 13:26:14.593876,0.15766667,2.2939644,0.2,2.2874021530151367,27.217612114999998
2,2020-06-01 13:26:42.211881,0.15566666,2.2772563,0.28,2.2591238021850586,28.367455476999993
3,2020-06-01 13:27:10.741377,0.153,2.2509317,0.42,2.2098281383514404,30.3288043
4,2020-06-01 13:27:41.259025,0.25355557,2.1681635,0.54,2.086097240447998,25.827313094000004
5,2020-06-01 13:28:07.224638,0.39733332,2.1116366,0.42,2.0394668579101562,32.202225209000005
6,2020-06-01 13:28:39.602771,0.47066668,1.8908578,0.68,1.485111117362976,22.863431356000007
7,2020-06-01 13:29:02.566172,0.53066665,1.6700425,0.52,1.363335132598877,15.928313129999992
8,2020-06-01 13:29:18.595178,0.6485556,1.2155043,0.7,1.0277390480041504,15.93769078699998
9,2020-06-01 13:29:34.633263,0.73333335,0.9282705,0.7,0.7770668268203735,16.125462690999996
10,2020-06-01 13:29:50.860403,0.7492222,0.9115205,0.82,0.5060200691223145,16.00565722799999
11,2020-06-01 13:30:06.968490,0.8061111,0.6572535,0.92,0.3716279864311218,15.925598928
12,2020-06-01 13:30:22.999719,0.844,0.5460879,0.86,0.33816373348236084,15.771518632999971
