ROUND_NUM,ROUND_START,SPARSE_CATEGORICAL_ACCURACY_TRAIN,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TRAIN,SPARSE_CATEGORICAL_ACCURACY_TEST,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TEST,COMPLETION_TIME_SECONDS
1,2020-04-27 08:39:11.057686,0.5202417,1.2280458,0.13,2.3141074180603027,59.8584523438476
2,2020-04-27 08:40:11.067860,0.5731,1.0915829,0.26,2.1703131914138796,53.35118951275945
3,2020-04-27 08:41:04.498634,0.91143334,0.27703208,0.88,0.3949283376336098,55.19223096361384
4,2020-04-27 08:41:59.773942,0.9805083,0.06871865,0.94,0.25052569480612874,53.96666504768655
5,2020-04-27 08:42:53.825925,0.94279164,0.17227878,0.84,0.46387933641672136,54.53747593378648
6,2020-04-27 08:43:48.438577,0.973025,0.07889781,0.96,0.1596553916053381,55.728202193044126
7,2020-04-27 08:44:44.257167,0.9869417,0.04668196,0.93,0.21340900021605194,55.831077684182674
8,2020-04-27 08:45:40.187127,0.964675,0.10333253,0.91,0.2608298689126968,56.790339605882764
9,2020-04-27 08:46:37.064271,0.994475,0.020137345,0.98,0.045846240244281945,54.90132652781904
10,2020-04-27 08:47:32.034782,0.991125,0.03196014,0.94,0.15857212424161843,52.75575914606452
11,2020-04-27 08:48:24.890606,0.9905583,0.035622012,0.99,0.023339724383549764,54.21316673606634
