ROUND_NUM,ROUND_START,SPARSE_CATEGORICAL_ACCURACY_TRAIN,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TRAIN,SPARSE_CATEGORICAL_ACCURACY_TEST,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TEST,COMPLETION_TIME_SECONDS
1,2020-06-02 17:15:58.282195,0.31933334,2.2412,0.05,2.304969072341919,3.612067966721952
2,2020-06-02 17:16:02.078167,0.256,2.215669,0.23333333,2.2916886806488037,3.648436265066266
3,2020-06-02 17:16:05.842093,0.33633333,2.2206078,0.033333335,2.297100067138672,3.5184231707826257
4,2020-06-02 17:16:09.474445,0.33133334,2.179958,0.083333336,2.288400888442993,3.6369974575936794
5,2020-06-02 17:16:13.205658,0.229,2.1546812,0.11666667,2.1951944828033447,3.567306981422007
6,2020-06-02 17:16:16.894811,0.34666666,2.0807805,0.41666666,2.0770792961120605,3.468744114972651
7,2020-06-02 17:16:20.463853,0.5596667,1.8850797,0.3,2.174555778503418,3.585296672768891
8,2020-06-02 17:16:24.146222,0.41733333,1.9581981,0.43333334,1.902389645576477,3.5582712832838297
9,2020-06-02 17:16:27.820494,0.54333335,1.7877972,0.5,1.898794174194336,3.5008014794439077
10,2020-06-02 17:16:31.416700,0.58066666,1.4190882,0.5,1.3732348680496216,3.5440316321328282
11,2020-06-02 17:16:35.057754,0.638,1.204425,0.6166667,1.1295819282531738,3.543633269146085
12,2020-06-02 17:16:38.703429,0.701,1.0085778,0.6666667,1.0637403726577759,3.488929845392704
