ROUND_NUM,ROUND_START,SPARSE_CATEGORICAL_ACCURACY_TRAIN,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TRAIN,SPARSE_CATEGORICAL_ACCURACY_TEST,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TEST,COMPLETION_TIME_SECONDS
1,2020-05-06 16:12:24.632559,0.8093,0.6093883,0.8,1.6446313858032227,51.287258241092786
2,2020-05-06 16:13:16.137969,0.9620917,0.13381799,0.96,0.16764407576993107,51.171983601059765
3,2020-05-06 16:14:07.422810,0.9875917,0.045106098,0.96,0.09700853979884413,50.21089427289553
4,2020-05-06 16:14:57.730071,0.984275,0.057362385,0.93,0.1750435592373833,51.354966862127185
5,2020-05-06 16:15:49.182374,0.993975,0.021388736,0.98,0.06322471911553293,51.76144203799777
6,2020-05-06 16:16:41.044204,0.99373335,0.024695287,0.98,0.10459361517032448,50.58548789494671
7,2020-05-06 16:17:31.728711,0.995,0.01725341,0.96,0.07444434485228157,48.52173268701881
8,2020-05-06 16:18:20.355725,0.9953167,0.016691418,0.99,0.022183951041733964,52.86549424286932
