ROUND_NUM,ROUND_START,SPARSE_CATEGORICAL_ACCURACY_TRAIN,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TRAIN,SPARSE_CATEGORICAL_ACCURACY_TEST,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TEST,COMPLETION_TIME_SECONDS
1,2020-05-07 19:02:07.196311,0.71643335,0.87314427,0.79,1.5084606885910035,20.857354747131467
2,2020-05-07 19:02:28.430865,0.96293336,0.12580577,0.93,0.22248900387639878,20.704758687876165
3,2020-05-07 19:02:49.253316,0.9586333,0.14225629,0.94,0.20384135898202657,20.48567993659526
4,2020-05-07 19:03:09.856112,0.9878333,0.041341048,0.93,0.22359050869326894,20.06226769927889
5,2020-05-07 19:03:30.035995,0.9897,0.041034658,0.94,0.26907777626183815,20.708957745693624
6,2020-05-07 19:03:50.827088,0.994,0.02076449,0.96,0.16260539868612794,20.891178434714675
7,2020-05-07 19:04:11.834232,0.99586666,0.015984802,0.97,0.07380563552997046,20.54856116976589
8,2020-05-07 19:04:32.468846,0.9923667,0.030424986,0.94,0.1151747257916668,20.95738854724914
9,2020-05-07 19:04:53.535320,0.9974,0.008999448,0.97,0.22272764026993172,20.089140014722943
10,2020-05-07 19:05:13.743191,0.99516666,0.017296832,0.97,0.17416172050343448,20.588031290099025
11,2020-05-07 19:05:34.412436,0.9965,0.013888002,0.98,0.056885059156229545,20.940860245376825
12,2020-05-07 19:05:55.468751,0.9967,0.0115802875,0.95,0.10579683732528693,20.992669357918203
13,2020-05-07 19:06:16.546959,0.99656665,0.012589351,0.98,0.16162970645202676,20.166406315751374
14,2020-05-07 19:06:36.822856,0.9973,0.011226764,1.0,0.0015229630876955724,19.991854975931346
