ROUND_NUM,ROUND_START,SPARSE_CATEGORICAL_ACCURACY_TRAIN,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TRAIN,SPARSE_CATEGORICAL_ACCURACY_TEST,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TEST,COMPLETION_TIME_SECONDS
1,2020-06-08 14:33:08.018434,0.13433333,2.2862883,0.13333334,2.2779951095581055,6.783657619729638
2,2020-06-08 14:33:14.976608,0.1675,2.2441368,0.43333334,2.1729750633239746,6.472543825395405
3,2020-06-08 14:33:21.558514,0.356,2.1717968,0.6666667,2.106894016265869,6.740984700620174
4,2020-06-08 14:33:28.409722,0.4635,2.0312204,0.4,1.9282525777816772,6.477199704386294
5,2020-06-08 14:33:34.996758,0.5575,1.6281711,0.8333333,1.1115602254867554,6.428056318312883
6,2020-06-08 14:33:41.528724,0.677,1.1083223,0.73333335,0.856368899345398,6.642321094870567
