ROUND_NUM,ROUND_START,SPARSE_CATEGORICAL_ACCURACY_TRAIN,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TRAIN,SPARSE_CATEGORICAL_ACCURACY_TEST,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TEST,COMPLETION_TIME_SECONDS
1,2020-06-17 13:20:51.636407,0.17166667,2.2786481,0.2,2.271070957183838,10.845288071024697
2,2020-06-17 13:21:02.633886,0.21344444,2.2545056,0.45,2.232208013534546,10.148979880963452
3,2020-06-17 13:21:12.869801,0.31855556,2.2163358,0.3,2.2536797523498535,9.823010850988794
4,2020-06-17 13:21:22.801688,0.41033334,1.9516649,0.7,1.1229931116104126,10.63736350700492
