ROUND_NUM,ROUND_START,SPARSE_CATEGORICAL_ACCURACY_TRAIN,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TRAIN,SPARSE_CATEGORICAL_ACCURACY_TEST,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TEST,COMPLETION_TIME_SECONDS
1,2020-04-15 14:03:24.869277,0.65875,1.0386087,0.095,2.2809798240661623,181.16618980793282
2,2020-04-15 14:06:26.247778,0.87728333,0.41601366,0.89,0.715384554862976,180.92793629691005
