ROUND_NUM,ROUND_START,SPARSE_CATEGORICAL_ACCURACY_TRAIN,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TRAIN,SPARSE_CATEGORICAL_ACCURACY_TEST,SPARSE_CATEGORICAL_CROSSENTROPY_LOSS_TEST,COMPLETION_TIME_SECONDS
1,2020-04-15 14:47:44.538987,0.55756664,0.7530204,0.12,2.453610587120056,235.40646149870008
2,2020-04-15 14:51:40.137668,0.5956,0.7523067,0.11,2.42844078540802,216.37792323622853
3,2020-04-15 14:55:16.603692,0.56035,0.82546425,0.1,2.519405722618103,222.69533796375617
4,2020-04-15 14:58:59.390748,0.5602667,0.8169166,0.1,2.4539379835128785,239.58166749496013
5,2020-04-15 15:02:59.061632,0.50705,0.90655476,0.08,2.487685441970825,227.4979519089684
6,2020-04-15 15:06:46.649188,0.4945,0.8127498,0.11,2.4889750719070434,213.25016675004736
7,2020-04-15 15:10:19.987946,0.51133335,0.90190506,0.1,2.375700759887695,219.31388797005638
8,2020-04-15 15:13:59.390469,0.51136667,0.9026894,0.13,2.338022518157959,214.56084520881996
9,2020-04-15 15:17:34.037108,0.60433334,0.6521087,0.13,2.7674556493759157,212.47042187582701
10,2020-04-15 15:21:06.594864,0.5553333,0.7302528,0.08,2.652439022064209,221.99792461190373
11,2020-04-15 15:24:48.678100,0.5625,0.72974694,0.12,2.4239403009414673,228.23004975169897
12,2020-04-15 15:28:36.996934,0.60645,0.7429023,0.06,2.3990267515182495,212.7061493806541
13,2020-04-15 15:32:09.788771,0.55645,0.82243645,0.13,2.41526997089386,214.12591221835464
14,2020-04-15 15:35:44.000690,0.559,0.8193923,0.1,2.3982141971588136,610.4172863080166
15,2020-04-15 15:46:03.292360,0.504,0.90241134,0.09,2.4434000968933107,476.80103601608425
16,2020-04-15 15:54:32.936774,0.49783334,0.80943954,0.14,2.418507528305054,588.4113191771321
17,2020-04-15 16:04:21.695787,0.51,0.8986699,0.1,2.3422548294067385,237.50956618599594
18,2020-04-15 16:08:19.559895,0.5028333,0.89865434,0.06,2.3711411476135256,223.05922262743115
19,2020-04-15 16:12:02.708050,0.61216664,0.64304423,0.1,2.6551691055297852,341.6733498168178
